"soimoistdept_l"|"soimoistdept_r"|"soimoistdept_h"|"soimoistdepb_l"|"soimoistdepb_r"|"soimoistdepb_h"|"soimoiststat"|"comonthkey"|"cosoilmoistkey"
0|0|0|122|125|145|"Moist"|253293716|160371772
122|125|145|203|203|203|"Wet"|253293716|160371773
0|0|0|122|125|145|"Moist"|253293708|160371756
122|125|145|203|203|203|"Wet"|253293708|160371757
0|0|0|122|125|145|"Moist"|253293707|160371754
122|125|145|203|203|203|"Moist"|253293707|160371755
0|0|0|122|125|145|"Moist"|253293715|160371770
122|125|145|203|203|203|"Moist"|253293715|160371771
122|125|145|203|203|203|"Moist"|253293711|160371762
0|0|0|122|125|145|"Moist"|253293711|160371763
122|125|145|203|203|203|"Moist"|253293717|160371774
0|0|0|122|125|145|"Moist"|253293717|160371775
0|0|0|122|125|145|"Moist"|253293706|160371752
122|125|145|203|203|203|"Moist"|253293706|160371753
0|0|0|122|125|145|"Moist"|253293709|160371758
122|125|145|203|203|203|"Moist"|253293709|160371759
0|0|0|122|125|145|"Moist"|253293710|160371760
122|125|145|203|203|203|"Moist"|253293710|160371761
0|0|0|122|125|145|"Moist"|253293713|160371767
122|125|145|203|203|203|"Moist"|253293713|160371766
0|0|0|122|125|145|"Moist"|253293712|160371764
122|125|145|203|203|203|"Wet"|253293712|160371765
0|0|0|122|125|145|"Moist"|253293714|160371768
122|125|145|203|203|203|"Wet"|253293714|160371769
0|0|0|203|203|203|"Wet"|253293753|160371787
0|0|0|203|203|203|"Wet"|253293752|160371786
0|0|0|203|203|203|"Moist"|253293751|160371785
0|0|0|203|203|203|"Moist"|253293750|160371784
0|0|0|203|203|203|"Moist"|253293749|160371783
0|0|0|203|203|203|"Moist"|253293748|160371782
0|0|0|203|203|203|"Wet"|253293747|160371781
0|0|0|203|203|203|"Wet"|253293746|160371780
0|0|0|203|203|203|"Wet"|253293744|160371778
0|0|0|203|203|203|"Wet"|253293745|160371779
0|0|0|203|203|203|"Wet"|253293743|160371777
0|0|0|203|203|203|"Wet"|253293742|160371776
0|0|0|92|97|142|"Moist"|253293758|160371796
92|97|142|203|203|203|"Wet"|253293758|160371797
0|0|0|92|97|142|"Moist"|253293759|160371798
92|97|142|203|203|203|"Wet"|253293759|160371799
0|0|0|92|97|142|"Moist"|253293761|160371802
92|97|142|203|203|203|"Wet"|253293761|160371803
0|0|0|92|97|142|"Moist"|253293760|160371800
92|97|142|203|203|203|"Wet"|253293760|160371801
0|0|0|92|97|142|"Moist"|253293762|160371804
92|97|142|203|203|203|"Wet"|253293762|160371805
0|0|0|92|97|142|"Moist"|253293754|160371788
92|97|142|203|203|203|"Moist"|253293754|160371789
0|0|0|92|97|142|"Moist"|253293755|160371790
92|97|142|203|203|203|"Moist"|253293755|160371791
0|0|0|92|97|142|"Moist"|253293756|160371792
92|97|142|203|203|203|"Moist"|253293756|160371793
0|0|0|92|97|142|"Moist"|253293757|160371794
92|97|142|203|203|203|"Moist"|253293757|160371795
0|0|0|92|97|142|"Moist"|253293763|160371806
92|97|142|203|203|203|"Wet"|253293763|160371807
0|0|0|92|97|142|"Moist"|253293764|160371808
92|97|142|203|203|203|"Wet"|253293764|160371809
0|0|0|92|97|142|"Moist"|253293765|160371810
92|97|142|203|203|203|"Wet"|253293765|160371811
89|125|125|203|203|203|"Moist"|253293776|160371842
10|25|25|89|125|125|"Moist"|253293776|160371843
0|0|0|10|25|25|"Moist"|253293776|160371844
0|0|0|10|25|25|"Moist"|253293769|160371821
10|25|25|89|125|125|"Moist"|253293769|160371822
89|125|125|203|203|203|"Moist"|253293769|160371823
0|0|0|10|25|25|"Moist"|253293766|160371812
10|25|25|89|125|125|"Moist"|253293766|160371813
89|125|125|203|203|203|"Moist"|253293766|160371814
0|0|0|10|25|25|"Moist"|253293770|160371824
10|25|25|89|125|125|"Moist"|253293770|160371825
89|125|125|203|203|203|"Moist"|253293770|160371826
10|25|25|89|125|125|"Moist"|253293772|160371830
0|0|0|10|25|25|"Moist"|253293772|160371831
89|125|125|203|203|203|"Moist"|253293772|160371832
0|0|0|10|25|25|"Moist"|253293777|160371845
10|25|25|89|125|125|"Moist"|253293777|160371846
89|125|125|203|203|203|"Moist"|253293777|160371847
10|25|25|89|125|125|"Moist"|253293771|160371827
0|0|0|10|25|25|"Moist"|253293771|160371828
89|125|125|203|203|203|"Moist"|253293771|160371829
0|0|0|10|25|25|"Moist"|253293767|160371815
10|25|25|89|125|125|"Moist"|253293767|160371816
89|125|125|203|203|203|"Moist"|253293767|160371817
10|25|25|89|125|125|"Moist"|253293773|160371835
0|0|0|10|25|25|"Moist"|253293773|160371834
89|125|125|203|203|203|"Moist"|253293773|160371833
10|25|25|89|125|125|"Moist"|253293774|160371836
0|0|0|10|25|25|"Moist"|253293774|160371837
89|125|125|203|203|203|"Moist"|253293774|160371838
0|0|0|10|25|25|"Moist"|253293775|160371839
10|25|25|89|125|125|"Moist"|253293775|160371840
89|125|125|203|203|203|"Moist"|253293775|160371841
89|125|125|203|203|203|"Moist"|253293768|160371818
0|0|0|10|25|25|"Moist"|253293768|160371819
10|25|25|89|125|125|"Moist"|253293768|160371820
0|0|0|114|127|127|"Moist"|253287878|160367891
114|127|127|183|203|203|"Wet"|253287878|160367892
0|0|0|114|127|127|"Moist"|253287877|160367889
114|127|127|183|203|203|"Wet"|253287877|160367890
0|0|0|114|127|127|"Moist"|253287881|160367897
114|127|127|183|203|203|"Wet"|253287881|160367898
0|0|0|114|127|127|"Moist"|253287874|160367883
114|127|127|183|203|203|"Wet"|253287874|160367884
0|0|0|114|127|127|"Moist"|253287882|160367899
114|127|127|183|203|203|"Moist"|253287882|160367900
0|0|0|114|127|127|"Moist"|253287880|160367895
114|127|127|183|203|203|"Moist"|253287880|160367896
0|0|0|114|127|127|"Dry"|253287879|160367893
114|127|127|183|203|203|"Moist"|253287879|160367894
0|0|0|114|127|127|"Dry"|253287875|160367886
114|127|127|183|203|203|"Moist"|253287875|160367885
114|127|127|183|203|203|"Moist"|253287885|160367905
0|0|0|114|127|127|"Moist"|253287885|160367906
114|127|127|183|203|203|"Moist"|253287884|160367903
0|0|0|114|127|127|"Moist"|253287884|160367904
0|0|0|114|127|127|"Moist"|253287883|160367901
114|127|127|183|203|203|"Moist"|253287883|160367902
114|127|127|183|203|203|"Moist"|253287876|160367887
0|0|0|114|127|127|"Moist"|253287876|160367888
122|155|183|203|203|203|"Moist"|253290454|160369750
23|58|140|107|107|152|"Moist"|253290454|160369749
10|18|40|23|58|140|"Moist"|253290454|160369748
5|8|20|10|18|40|"Moist"|253290454|160369747
0|0|0|5|8|20|"Moist"|253290454|160369746
107|107|152|122|155|183|"Wet"|253290454|160369751
5|8|20|10|18|40|"Moist"|253290455|160369752
10|18|40|23|58|140|"Moist"|253290455|160369753
122|155|183|203|203|203|"Moist"|253290455|160369754
0|0|0|5|8|20|"Moist"|253290455|160369755
23|58|140|107|107|152|"Moist"|253290455|160369756
107|107|152|122|155|183|"Wet"|253290455|160369757
5|8|20|10|18|40|"Moist"|253290456|160369760
122|155|183|203|203|203|"Moist"|253290456|160369761
0|0|0|5|8|20|"Moist"|253290456|160369762
23|58|140|107|107|152|"Moist"|253290456|160369763
10|18|40|23|58|140|"Moist"|253290456|160369758
107|107|152|122|155|183|"Wet"|253290456|160369759
0|0|0|5|8|20|"Moist"|253290457|160369768
23|58|140|107|107|152|"Moist"|253290457|160369769
122|155|183|203|203|203|"Moist"|253290457|160369764
5|8|20|10|18|40|"Moist"|253290457|160369765
10|18|40|23|58|140|"Moist"|253290457|160369766
107|107|152|122|155|183|"Wet"|253290457|160369767
5|8|20|10|18|40|"Moist"|253290458|160369770
10|18|40|23|58|140|"Moist"|253290458|160369771
107|107|152|122|155|183|"Moist"|253290458|160369772
0|0|0|5|8|20|"Moist"|253290458|160369773
23|58|140|107|107|152|"Moist"|253290458|160369774
122|155|183|203|203|203|"Moist"|253290458|160369775
0|0|0|5|8|20|"Moist"|253290459|160369776
5|8|20|10|18|40|"Moist"|253290459|160369777
23|58|140|107|107|152|"Moist"|253290459|160369778
107|107|152|122|155|183|"Moist"|253290459|160369779
10|18|40|23|58|140|"Moist"|253290459|160369780
122|155|183|203|203|203|"Moist"|253290459|160369781
122|155|183|203|203|203|"Moist"|253290460|160369787
10|18|40|23|58|140|"Moist"|253290460|160369786
107|107|152|122|155|183|"Moist"|253290460|160369785
0|0|0|5|8|20|"Moist"|253290460|160369784
23|58|140|107|107|152|"Moist"|253290460|160369783
5|8|20|10|18|40|"Moist"|253290460|160369782
107|107|152|122|155|183|"Moist"|253290461|160369788
122|155|183|203|203|203|"Moist"|253290461|160369789
0|0|0|5|8|20|"Moist"|253290461|160369790
5|8|20|10|18|40|"Moist"|253290461|160369791
23|58|140|107|107|152|"Moist"|253290461|160369792
10|18|40|23|58|140|"Moist"|253290461|160369793
0|0|0|5|8|20|"Moist"|253290462|160369794
122|155|183|203|203|203|"Moist"|253290462|160369795
5|8|20|10|18|40|"Moist"|253290462|160369796
10|18|40|23|58|140|"Moist"|253290462|160369797
23|58|140|107|107|152|"Moist"|253290462|160369798
107|107|152|122|155|183|"Moist"|253290462|160369799
23|58|140|107|107|152|"Moist"|253290463|160369800
122|155|183|203|203|203|"Moist"|253290463|160369801
0|0|0|5|8|20|"Moist"|253290463|160369802
10|18|40|23|58|140|"Moist"|253290463|160369803
5|8|20|10|18|40|"Moist"|253290463|160369804
107|107|152|122|155|183|"Moist"|253290463|160369805
23|58|140|107|107|152|"Moist"|253290464|160369806
122|155|183|203|203|203|"Moist"|253290464|160369807
0|0|0|5|8|20|"Moist"|253290464|160369808
10|18|40|23|58|140|"Moist"|253290464|160369809
5|8|20|10|18|40|"Moist"|253290464|160369810
107|107|152|122|155|183|"Moist"|253290464|160369811
10|18|40|23|58|140|"Moist"|253290465|160369817
0|0|0|5|8|20|"Moist"|253290465|160369816
5|8|20|10|18|40|"Moist"|253290465|160369815
122|155|183|203|203|203|"Moist"|253290465|160369814
107|107|152|122|155|183|"Moist"|253290465|160369813
23|58|140|107|107|152|"Moist"|253290465|160369812
0|0|0|10|25|30|"Moist"|253293085|160371221
10|25|30|51|56|84|"Moist"|253293085|160371222
51|56|84|152|203|203|"Moist"|253293085|160371223
51|56|84|152|203|203|"Moist"|253293083|160371215
10|25|30|51|56|84|"Moist"|253293083|160371216
0|0|0|10|25|30|"Moist"|253293083|160371217
51|56|84|152|203|203|"Moist"|253293082|160371212
10|25|30|51|56|84|"Moist"|253293082|160371213
0|0|0|10|25|30|"Moist"|253293082|160371214
10|25|30|51|56|84|"Moist"|253293092|160371242
51|56|84|152|203|203|"Moist"|253293092|160371243
0|0|0|10|25|30|"Moist"|253293092|160371244
51|56|84|152|203|203|"Moist"|253293093|160371245
0|0|0|10|25|30|"Moist"|253293093|160371246
10|25|30|51|56|84|"Moist"|253293093|160371247
51|56|84|152|203|203|"Moist"|253293091|160371239
0|0|0|10|25|30|"Moist"|253293091|160371240
10|25|30|51|56|84|"Moist"|253293091|160371241
10|25|30|51|56|84|"Moist"|253293088|160371230
51|56|84|152|203|203|"Moist"|253293088|160371231
0|0|0|10|25|30|"Moist"|253293088|160371232
51|56|84|152|203|203|"Moist"|253293087|160371227
0|0|0|10|25|30|"Moist"|253293087|160371228
10|25|30|51|56|84|"Moist"|253293087|160371229
10|25|30|51|56|84|"Moist"|253293086|160371226
0|0|0|10|25|30|"Moist"|253293086|160371225
51|56|84|152|203|203|"Moist"|253293086|160371224
10|25|30|51|56|84|"Moist"|253293090|160371236
0|0|0|10|25|30|"Moist"|253293090|160371237
51|56|84|152|203|203|"Moist"|253293090|160371238
0|0|0|10|25|30|"Moist"|253293089|160371233
10|25|30|51|56|84|"Moist"|253293089|160371234
51|56|84|152|203|203|"Moist"|253293089|160371235
10|25|30|51|56|84|"Moist"|253293084|160371218
0|0|0|10|25|30|"Moist"|253293084|160371219
51|56|84|152|203|203|"Moist"|253293084|160371220
0|0|0|128|153|183|"Moist"|253293936|160372086
185|185|185|203|203|203|"Moist"|253293936|160372088
128|153|183|185|185|185|"Wet"|253293936|160372087
0|0|0|128|153|183|"Moist"|253293942|160372104
185|185|185|203|203|203|"Moist"|253293942|160372106
128|153|183|185|185|185|"Wet"|253293942|160372105
0|0|0|128|153|183|"Moist"|253293943|160372107
185|185|185|203|203|203|"Moist"|253293943|160372109
128|153|183|185|185|185|"Wet"|253293943|160372108
185|185|185|203|203|203|"Moist"|253293945|160372115
0|0|0|128|153|183|"Moist"|253293945|160372113
128|153|183|185|185|185|"Wet"|253293945|160372114
0|0|0|128|153|183|"Moist"|253293940|160372098
185|185|185|203|203|203|"Moist"|253293940|160372099
128|153|183|185|185|185|"Moist"|253293940|160372100
185|185|185|203|203|203|"Moist"|253293941|160372103
128|153|183|185|185|185|"Moist"|253293941|160372102
0|0|0|128|153|183|"Moist"|253293941|160372101
0|0|0|128|153|183|"Moist"|253293939|160372095
128|153|183|185|185|185|"Moist"|253293939|160372096
185|185|185|203|203|203|"Moist"|253293939|160372097
0|0|0|128|153|183|"Moist"|253293934|160372080
128|153|183|185|185|185|"Moist"|253293934|160372081
185|185|185|203|203|203|"Moist"|253293934|160372082
0|0|0|128|153|183|"Moist"|253293937|160372089
128|153|183|185|185|185|"Moist"|253293937|160372090
185|185|185|203|203|203|"Moist"|253293937|160372091
0|0|0|128|153|183|"Moist"|253293938|160372092
185|185|185|203|203|203|"Moist"|253293938|160372094
128|153|183|185|185|185|"Wet"|253293938|160372093
0|0|0|128|153|183|"Moist"|253293944|160372110
185|185|185|203|203|203|"Moist"|253293944|160372112
128|153|183|185|185|185|"Wet"|253293944|160372111
0|0|0|128|153|183|"Moist"|253293935|160372083
185|185|185|203|203|203|"Moist"|253293935|160372085
128|153|183|185|185|185|"Wet"|253293935|160372084
10|10|25|100|122|178|"Moist"|253294150|160372445
0|0|0|10|10|25|"Moist"|253294150|160372446
100|122|178|203|203|203|"Moist"|253294150|160372447
10|10|25|100|122|178|"Moist"|253294160|160372475
100|122|178|203|203|203|"Moist"|253294160|160372476
0|0|0|10|10|25|"Moist"|253294160|160372477
0|0|0|10|10|25|"Moist"|253294155|160372460
100|122|178|203|203|203|"Moist"|253294155|160372461
10|10|25|100|122|178|"Moist"|253294155|160372462
100|122|178|203|203|203|"Moist"|253294153|160372454
0|0|0|10|10|25|"Moist"|253294153|160372455
10|10|25|100|122|178|"Moist"|253294153|160372456
0|0|0|10|10|25|"Moist"|253294154|160372457
10|10|25|100|122|178|"Moist"|253294154|160372458
100|122|178|203|203|203|"Moist"|253294154|160372459
0|0|0|10|10|25|"Moist"|253294152|160372451
10|10|25|100|122|178|"Moist"|253294152|160372452
100|122|178|203|203|203|"Moist"|253294152|160372453
0|0|0|10|10|25|"Moist"|253294151|160372448
10|10|25|100|122|178|"Moist"|253294151|160372449
100|122|178|203|203|203|"Moist"|253294151|160372450
10|10|25|100|122|178|"Moist"|253294159|160372474
0|0|0|10|10|25|"Moist"|253294159|160372473
100|122|178|203|203|203|"Moist"|253294159|160372472
10|10|25|100|122|178|"Moist"|253294158|160372469
100|122|178|203|203|203|"Moist"|253294158|160372470
0|0|0|10|10|25|"Moist"|253294158|160372471
10|10|25|100|122|178|"Moist"|253294161|160372478
0|0|0|10|10|25|"Moist"|253294161|160372479
100|122|178|203|203|203|"Moist"|253294161|160372480
0|0|0|10|10|25|"Moist"|253294157|160372466
10|10|25|100|122|178|"Moist"|253294157|160372467
100|122|178|203|203|203|"Moist"|253294157|160372468
100|122|178|203|203|203|"Moist"|253294156|160372463
0|0|0|10|10|25|"Moist"|253294156|160372464
10|10|25|100|122|178|"Moist"|253294156|160372465
91|122|137|183|183|183|"Moist"|253290806|160370238
0|0|0|76|99|122|"Moist"|253290806|160370239
76|99|122|91|122|137|"Wet"|253290806|160370240
91|122|137|183|183|183|"Moist"|253290804|160370232
0|0|0|76|99|122|"Moist"|253290804|160370233
76|99|122|91|122|137|"Wet"|253290804|160370234
91|122|137|183|183|183|"Moist"|253290805|160370235
0|0|0|76|99|122|"Moist"|253290805|160370236
76|99|122|91|122|137|"Wet"|253290805|160370237
100|125|180|132|188|188|"Moist"|253292042|160370558
132|188|188|203|203|203|"Moist"|253292042|160370559
0|0|0|10|15|30|"Moist"|253292042|160370560
10|15|30|100|125|180|"Moist"|253292042|160370561
0|0|0|10|15|30|"Moist"|253292041|160370554
10|15|30|100|125|180|"Moist"|253292041|160370555
100|125|180|132|188|188|"Moist"|253292041|160370556
132|188|188|203|203|203|"Moist"|253292041|160370557
10|15|30|100|125|180|"Moist"|253292045|160370573
0|0|0|10|15|30|"Moist"|253292045|160370572
132|188|188|203|203|203|"Moist"|253292045|160370571
100|125|180|132|188|188|"Moist"|253292045|160370570
0|0|0|10|15|30|"Moist"|253292038|160370542
10|15|30|100|125|180|"Moist"|253292038|160370543
100|125|180|132|188|188|"Moist"|253292038|160370544
132|188|188|203|203|203|"Moist"|253292038|160370545
0|0|0|10|15|30|"Moist"|253292046|160370574
10|15|30|100|125|180|"Moist"|253292046|160370575
100|125|180|132|188|188|"Moist"|253292046|160370576
132|188|188|203|203|203|"Moist"|253292046|160370577
0|0|0|10|15|30|"Moist"|253292044|160370566
10|15|30|100|125|180|"Moist"|253292044|160370567
100|125|180|132|188|188|"Moist"|253292044|160370568
132|188|188|203|203|203|"Moist"|253292044|160370569
100|125|180|132|188|188|"Moist"|253292043|160370562
132|188|188|203|203|203|"Moist"|253292043|160370563
0|0|0|10|15|30|"Moist"|253292043|160370564
10|15|30|100|125|180|"Moist"|253292043|160370565
100|125|180|132|188|188|"Moist"|253292039|160370546
132|188|188|203|203|203|"Moist"|253292039|160370547
0|0|0|10|15|30|"Moist"|253292039|160370548
10|15|30|100|125|180|"Moist"|253292039|160370549
100|125|180|132|188|188|"Moist"|253292049|160370586
132|188|188|203|203|203|"Moist"|253292049|160370587
0|0|0|10|15|30|"Moist"|253292049|160370588
10|15|30|100|125|180|"Moist"|253292049|160370589
0|0|0|10|15|30|"Moist"|253292048|160370582
10|15|30|100|125|180|"Moist"|253292048|160370583
100|125|180|132|188|188|"Moist"|253292048|160370584
132|188|188|203|203|203|"Moist"|253292048|160370585
0|0|0|10|15|30|"Moist"|253292047|160370578
10|15|30|100|125|180|"Moist"|253292047|160370579
100|125|180|132|188|188|"Moist"|253292047|160370580
132|188|188|203|203|203|"Moist"|253292047|160370581
100|125|180|132|188|188|"Moist"|253292040|160370550
132|188|188|203|203|203|"Moist"|253292040|160370551
0|0|0|10|15|30|"Moist"|253292040|160370552
10|15|30|100|125|180|"Moist"|253292040|160370553
0|0|0|5|10|20|"Moist"|253292631|160371064
5|10|20|10|20|20|"Moist"|253292631|160371065
10|20|20|46|62|91|"Moist"|253292631|160371066
46|62|91|109|129|153|"Moist"|253292631|160371067
109|129|153|159|203|203|"Moist"|253292631|160371068
109|129|153|159|203|203|"Moist"|253292635|160371087
46|62|91|109|129|153|"Moist"|253292635|160371086
5|10|20|10|20|20|"Moist"|253292635|160371085
0|0|0|5|10|20|"Moist"|253292635|160371084
10|20|20|46|62|91|"Wet"|253292635|160371088
46|62|91|109|129|153|"Moist"|253292626|160371042
109|129|153|159|203|203|"Moist"|253292626|160371043
0|0|0|5|10|20|"Moist"|253292626|160371039
5|10|20|10|20|20|"Moist"|253292626|160371040
10|20|20|46|62|91|"Wet"|253292626|160371041
0|0|0|5|10|20|"Moist"|253292630|160371059
5|10|20|10|20|20|"Moist"|253292630|160371060
46|62|91|109|129|153|"Moist"|253292630|160371062
109|129|153|159|203|203|"Moist"|253292630|160371063
10|20|20|46|62|91|"Wet"|253292630|160371061
109|129|153|159|203|203|"Moist"|253292628|160371053
46|62|91|109|129|153|"Moist"|253292628|160371052
5|10|20|10|20|20|"Moist"|253292628|160371050
0|0|0|5|10|20|"Moist"|253292628|160371049
10|20|20|46|62|91|"Wet"|253292628|160371051
0|0|0|5|10|20|"Moist"|253292629|160371054
5|10|20|10|20|20|"Moist"|253292629|160371055
10|20|20|46|62|91|"Moist"|253292629|160371056
46|62|91|109|129|153|"Moist"|253292629|160371057
109|129|153|159|203|203|"Moist"|253292629|160371058
0|0|0|5|10|20|"Moist"|253292627|160371044
5|10|20|10|20|20|"Moist"|253292627|160371045
10|20|20|46|62|91|"Moist"|253292627|160371046
46|62|91|109|129|153|"Moist"|253292627|160371047
109|129|153|159|203|203|"Moist"|253292627|160371048
0|0|0|5|10|20|"Moist"|253292636|160371089
5|10|20|10|20|20|"Moist"|253292636|160371090
10|20|20|46|62|91|"Moist"|253292636|160371091
46|62|91|109|129|153|"Moist"|253292636|160371092
109|129|153|159|203|203|"Moist"|253292636|160371093
0|0|0|5|10|20|"Moist"|253292637|160371094
5|10|20|10|20|20|"Moist"|253292637|160371095
10|20|20|46|62|91|"Moist"|253292637|160371096
46|62|91|109|129|153|"Moist"|253292637|160371097
109|129|153|159|203|203|"Moist"|253292637|160371098
0|0|0|5|10|20|"Moist"|253292633|160371074
5|10|20|10|20|20|"Moist"|253292633|160371075
10|20|20|46|62|91|"Moist"|253292633|160371076
46|62|91|109|129|153|"Moist"|253292633|160371077
109|129|153|159|203|203|"Moist"|253292633|160371078
46|62|91|109|129|153|"Moist"|253292632|160371070
109|129|153|159|203|203|"Moist"|253292632|160371071
0|0|0|5|10|20|"Moist"|253292632|160371072
5|10|20|10|20|20|"Moist"|253292632|160371073
10|20|20|46|62|91|"Wet"|253292632|160371069
0|0|0|5|10|20|"Moist"|253292634|160371079
5|10|20|10|20|20|"Moist"|253292634|160371080
46|62|91|109|129|153|"Moist"|253292634|160371082
109|129|153|159|203|203|"Moist"|253292634|160371083
10|20|20|46|62|91|"Wet"|253292634|160371081
0|0|0|10|23|25|"Moist"|253292639|160371099
10|23|25|30|36|40|"Moist"|253292639|160371100
30|36|40|80|91|100|"Moist"|253292639|160371101
80|91|100|110|117|120|"Moist"|253292639|160371102
110|117|120|203|203|203|"Moist"|253292639|160371103
5|5|23|10|10|38|"Moist"|253292654|160371124
102|104|152|203|203|203|"Moist"|253292654|160371125
10|10|38|20|58|58|"Moist"|253292654|160371126
20|58|58|102|104|152|"Moist"|253292654|160371127
0|0|0|5|5|23|"Moist"|253292654|160371128
5|5|23|10|10|38|"Moist"|253292653|160371123
102|104|152|203|203|203|"Moist"|253292653|160371122
10|10|38|20|58|58|"Moist"|253292653|160371121
20|58|58|102|104|152|"Moist"|253292653|160371120
0|0|0|5|5|23|"Moist"|253292653|160371119
0|0|0|5|5|23|"Moist"|253292657|160371139
20|58|58|102|104|152|"Moist"|253292657|160371140
10|10|38|20|58|58|"Moist"|253292657|160371141
5|5|23|10|10|38|"Moist"|253292657|160371142
102|104|152|203|203|203|"Moist"|253292657|160371143
10|10|38|20|58|58|"Moist"|253292650|160371104
20|58|58|102|104|152|"Moist"|253292650|160371105
0|0|0|5|5|23|"Moist"|253292650|160371106
5|5|23|10|10|38|"Moist"|253292650|160371107
102|104|152|203|203|203|"Moist"|253292650|160371108
20|58|58|102|104|152|"Moist"|253292658|160371144
0|0|0|5|5|23|"Moist"|253292658|160371145
10|10|38|20|58|58|"Moist"|253292658|160371146
102|104|152|203|203|203|"Moist"|253292658|160371147
5|5|23|10|10|38|"Moist"|253292658|160371148
5|5|23|10|10|38|"Moist"|253292656|160371134
102|104|152|203|203|203|"Moist"|253292656|160371135
10|10|38|20|58|58|"Moist"|253292656|160371136
20|58|58|102|104|152|"Moist"|253292656|160371137
0|0|0|5|5|23|"Moist"|253292656|160371138
5|5|23|10|10|38|"Moist"|253292655|160371129
20|58|58|102|104|152|"Moist"|253292655|160371130
0|0|0|5|5|23|"Moist"|253292655|160371131
10|10|38|20|58|58|"Moist"|253292655|160371132
102|104|152|203|203|203|"Moist"|253292655|160371133
102|104|152|203|203|203|"Moist"|253292651|160371109
5|5|23|10|10|38|"Moist"|253292651|160371110
0|0|0|5|5|23|"Moist"|253292651|160371111
20|58|58|102|104|152|"Moist"|253292651|160371112
10|10|38|20|58|58|"Moist"|253292651|160371113
5|5|23|10|10|38|"Moist"|253292661|160371159
102|104|152|203|203|203|"Moist"|253292661|160371160
20|58|58|102|104|152|"Moist"|253292661|160371161
0|0|0|5|5|23|"Moist"|253292661|160371162
10|10|38|20|58|58|"Moist"|253292661|160371163
10|10|38|20|58|58|"Moist"|253292660|160371158
102|104|152|203|203|203|"Moist"|253292660|160371157
5|5|23|10|10|38|"Moist"|253292660|160371156
20|58|58|102|104|152|"Moist"|253292660|160371155
0|0|0|5|5|23|"Moist"|253292660|160371154
20|58|58|102|104|152|"Moist"|253292659|160371149
0|0|0|5|5|23|"Moist"|253292659|160371150
102|104|152|203|203|203|"Moist"|253292659|160371151
10|10|38|20|58|58|"Moist"|253292659|160371152
5|5|23|10|10|38|"Moist"|253292659|160371153
10|10|38|20|58|58|"Moist"|253292652|160371114
0|0|0|5|5|23|"Moist"|253292652|160371115
5|5|23|10|10|38|"Moist"|253292652|160371116
20|58|58|102|104|152|"Moist"|253292652|160371117
102|104|152|203|203|203|"Moist"|253292652|160371118
0|0|0|10|13|18|"Moist"|253290482|160369838
10|13|18|20|30|40|"Moist"|253290482|160369839
20|30|40|50|97|98|"Moist"|253290482|160369840
50|97|98|102|132|152|"Moist"|253290482|160369841
102|132|152|203|203|203|"Moist"|253290482|160369842
0|0|0|10|13|18|"Moist"|253290481|160369833
10|13|18|20|30|40|"Moist"|253290481|160369834
20|30|40|50|97|98|"Moist"|253290481|160369835
50|97|98|102|132|152|"Moist"|253290481|160369836
102|132|152|203|203|203|"Moist"|253290481|160369837
0|0|0|10|13|18|"Moist"|253290485|160369853
10|13|18|20|30|40|"Moist"|253290485|160369854
20|30|40|50|97|98|"Moist"|253290485|160369855
50|97|98|102|132|152|"Moist"|253290485|160369856
102|132|152|203|203|203|"Moist"|253290485|160369857
0|0|0|10|13|18|"Moist"|253290478|160369818
10|13|18|20|30|40|"Moist"|253290478|160369819
20|30|40|50|97|98|"Moist"|253290478|160369820
50|97|98|102|132|152|"Moist"|253290478|160369821
102|132|152|203|203|203|"Moist"|253290478|160369822
0|0|0|10|13|18|"Moist"|253290486|160369858
10|13|18|20|30|40|"Moist"|253290486|160369859
20|30|40|50|97|98|"Moist"|253290486|160369860
50|97|98|102|132|152|"Moist"|253290486|160369861
102|132|152|203|203|203|"Moist"|253290486|160369862
102|132|152|203|203|203|"Moist"|253290484|160369852
50|97|98|102|132|152|"Moist"|253290484|160369851
20|30|40|50|97|98|"Moist"|253290484|160369850
10|13|18|20|30|40|"Moist"|253290484|160369849
0|0|0|10|13|18|"Moist"|253290484|160369848
0|0|0|10|13|18|"Moist"|253290483|160369843
10|13|18|20|30|40|"Moist"|253290483|160369844
20|30|40|50|97|98|"Moist"|253290483|160369845
50|97|98|102|132|152|"Moist"|253290483|160369846
102|132|152|203|203|203|"Moist"|253290483|160369847
0|0|0|10|13|18|"Moist"|253290479|160369823
10|13|18|20|30|40|"Moist"|253290479|160369824
20|30|40|50|97|98|"Moist"|253290479|160369825
50|97|98|102|132|152|"Moist"|253290479|160369826
102|132|152|203|203|203|"Moist"|253290479|160369827
0|0|0|10|13|18|"Moist"|253290489|160369873
10|13|18|20|30|40|"Moist"|253290489|160369874
20|30|40|50|97|98|"Moist"|253290489|160369875
50|97|98|102|132|152|"Moist"|253290489|160369876
102|132|152|203|203|203|"Moist"|253290489|160369877
0|0|0|10|13|18|"Moist"|253290488|160369868
10|13|18|20|30|40|"Moist"|253290488|160369869
20|30|40|50|97|98|"Moist"|253290488|160369870
50|97|98|102|132|152|"Moist"|253290488|160369871
102|132|152|203|203|203|"Moist"|253290488|160369872
0|0|0|10|13|18|"Moist"|253290487|160369863
10|13|18|20|30|40|"Moist"|253290487|160369864
